Temps;Canal A;Canal B
(ms);(V);(V)

-19,37761516;0,96865750;1,47923200
-19,35713516;0,96865750;1,47923200
-19,33665516;1,01275700;1,47923200
-19,31617516;1,01275700;1,47923200
-19,29569517;1,01275700;1,47923200
-19,27521517;1,01275700;1,47923200
-19,25473517;1,01275700;1,47923200
-19,23425517;1,01275700;1,52409400
-19,21377517;1,01275700;1,52409400
-19,19329517;1,05685600;1,52409400
-19,17281517;1,05685600;1,52409400
-19,15233517;1,05685600;1,56895700
-19,13185517;1,05685600;1,61381900
-19,11137517;1,10095500;1,61381900
-19,09089517;1,10095500;1,61381900
-19,07041517;1,10095500;1,61381900
-19,04993517;1,10095500;1,65868100
-19,02945517;1,10095500;1,65868100
-19,00897517;1,10095500;1,65868100
-18,98849517;1,10095500;1,70339100
-18,96801517;1,14505400;1,65868100
-18,94753517;1,14505400;1,70339100
-18,92705517;1,18915400;1,70339100
-18,90657517;1,14505400;1,70339100
-18,88609517;1,18915400;1,70339100
-18,86561517;1,18915400;1,70339100
-18,84513517;1,18915400;1,74825300
-18,82465517;1,18915400;1,79311500
-18,80417517;1,18915400;1,79311500
-18,78369517;1,18915400;1,79311500
-18,76321517;1,23325300;1,79311500
-18,74273517;1,18915400;1,83797700
-18,72225517;1,23325300;1,83797700
-18,70177517;1,23325300;1,83797700
-18,68129517;1,27735200;1,83797700
-18,66081517;1,27735200;1,83797700
-18,64033517;1,27735200;1,88283900
-18,61985517;1,27735200;1,88283900
-18,59937517;1,27735200;1,88283900
-18,57889517;1,27735200;1,88283900
-18,55841517;1,27735200;1,92754900
-18,53793517;1,27735200;1,92754900
-18,51745517;1,27735200;1,97241100
-18,49697517;1,32145100;1,97241100
-18,47649517;1,32145100;1,97241100
-18,45601517;1,32145100;2,01727300
-18,43553517;1,36555100;2,01727300
-18,41505517;1,36555100;2,01727300
-18,39457517;1,32145100;2,01727300
-18,37409517;1,36555100;2,06213600
-18,35361517;1,40965000;2,06213600
-18,33313517;1,36555100;2,06213600
-18,31265517;1,36555100;2,06213600
-18,29217517;1,40965000;2,10699800
-18,27169517;1,40965000;2,10699800
-18,25121517;1,40965000;2,10699800
-18,23073517;1,45390200;2,15170700
-18,21025517;1,45390200;2,15170700
-18,18977517;1,45390200;2,15170700
-18,16929517;1,45390200;2,15170700
-18,14881517;1,45390200;2,19657000
-18,12833517;1,45390200;2,19657000
-18,10785517;1,45390200;2,19657000
-18,08737517;1,45390200;2,19657000
-18,06689517;1,49800100;2,19657000
-18,04641517;1,49800100;2,24143200
-18,02593517;1,49800100;2,24143200
-18,00545517;1,49800100;2,24143200
-17,98497517;1,49800100;2,28629400
-17,96449517;1,54210000;2,28629400
-17,94401517;1,54210000;2,33115600
-17,92353517;1,54210000;2,33115600
-17,90305517;1,58620000;2,33115600
-17,88257517;1,54210000;2,33115600
-17,86209517;1,58620000;2,33115600
-17,84161517;1,58620000;2,37601900
-17,82113517;1,58620000;2,37601900
-17,80065517;1,58620000;2,37601900
-17,78017517;1,58620000;2,37601900
-17,75969517;1,58620000;2,42072800
-17,73921517;1,63029900;2,37601900
-17,71873517;1,63029900;2,42072800
-17,69825517;1,63029900;2,42072800
-17,67777517;1,63029900;2,42072800
-17,65729518;1,63029900;2,46559000
-17,63681518;1,63029900;2,51045300
-17,61633518;1,67439800;2,51045300
-17,59585518;1,67439800;2,51045300
-17,57537518;1,67439800;2,51045300
-17,55489518;1,67439800;2,55531500
-17,53441518;1,67439800;2,55531500
-17,51393518;1,67439800;2,55531500
-17,49345518;1,71849700;2,55531500
-17,47297518;1,71849700;2,55531500
-17,45249518;1,71849700;2,60017700
-17,43201518;1,71849700;2,60017700
-17,41153518;1,76259600;2,60017700
-17,39105518;1,76259600;2,60017700
-17,37057518;1,76259600;2,64488700
-17,35009518;1,76259600;2,64488700
